Var1,Var2,Cat1,Cat2,Cat3,Var3,Var4,Var5,Cat4,Var6,Var7,Var8,Target
86.1,130.3,0,0,0,5.4,27.8,2.2,0,7.4,1062.7,186.6,1
108.8,140.1,0,0,0,0.8,6,2.8,0,10.12,1162.5,134.2,1
98,135.4,1,1,1,6.2,38.72,2.7,0,2.2,958.4,192.8,0
121.6,143.6,0,0,1,2.2,57.04,2.9,0,3.41,1230,140,1
89.6,138.9,1,0,1,8.5,11.8,2,1,14.9,1414.2,119.5,0
107.2,66.9,1,0,0,5.1,32.7,2,1,7.6,1033.5,106.5,0
127.4,118,1,1,1,5.7,4.16,3,0,11.44,993.6,181.1,1
98.2,171.1,0,1,1,2.8,17,2.7,1,3.9,844.7,172.2,0
110.4,188.5,0,0,0,6.7,7.5,2.1,0,4.7,1136.2,197.1,0
88.8,133.3,1,0,0,1.8,19.52,2.3,1,2.09,847.2,95.3,1
111.4,186.4,1,0,1,2.4,4.08,2.7,1,5.06,919.6,135.9,1
106.6,203.8,1,0,1,5.1,0.4,2.2,1,4.5,1132.7,122.7,0
85.3,166.9,0,0,0,3.8,14.4,2.4,0,5.17,1453.9,175.3,1
109.3,90.6,0,0,0,5.9,1.2,2.4,0,11.4,1356.3,195.8,0
119.3,189.3,0,1,1,2.9,21.92,2.9,1,6.27,1017.9,167.8,1
98,172.5,1,0,0,3.6,1.2,2.3,1,67.54,865.1,193.8,1
94,119.1,0,1,1,5.2,89.8,2.3,0,24.4,979.2,124.2,0
98,127.4,0,0,0,0.5,3.6,2.4,0,1.76,1445.6,145.4,1
107.2,121.5,0,0,0,1.5,18.3,2.5,0,11.2,656.2,131.4,0
99.4,155,1,0,1,2.1,27.2,2.2,1,16.83,1242.2,122.6,1
77.9,101,1,0,1,8.1,26.5,2.2,1,11.1,875.9,169.4,0
111.3,138.4,1,0,1,1.9,6.8,2.6,1,6.5,1292.6,106.4,0
105,161.4,0,0,0,4.7,13.5,3,0,11.5,693.4,174,0
98,183.6,1,0,0,7,16.5,2,1,9.7,908.2,142.6,0
86.5,150,1,0,0,2.9,2.88,2.3,1,14.52,1279.8,188.6,1
102.6,81.3,0,0,0,2.6,13.76,2.7,0,28.27,1093.1,141.5,1
103.2,122.4,1,0,1,3.6,12.9,2.3,1,7.6,786,148.9,0
107.1,159.7,0,1,1,2.8,30.56,3.1,1,2.09,1190.8,126.1,1
100.4,144.3,0,0,0,2,5.68,2.7,0,2.86,766.9,177,1
114.6,90.1,0,0,0,12,15.44,2.6,0,20.9,1157.7,99.5,1
75.4,142.6,1,1,1,3.6,106.1,2.9,0,1.8,455.8,139.5,0
91.9,153.1,0,1,1,9.8,27.3,2.9,0,1.8,1002.4,128,0
85.4,223.1,1,0,0,5.7,44.2,2,1,37,977.1,108.9,0
108.8,126.2,0,0,0,9.1,12.5,3,1,5.7,807,137.2,0
102.4,78.4,0,0,0,4.4,3.2,2.5,0,0.66,1363.1,82.5,1
99.1,181.9,0,0,0,6.8,3.3,2,0,14.7,878.5,122.9,0
97.6,157.1,0,1,1,3.7,3.7,2.9,0,0.1,958.4,127.9,0
100,96.6,0,0,1,3.2,14.8,3,0,9.3,1100.5,175.1,0
76.7,124.2,0,1,1,7.2,16.3,2.3,0,3.5,1376.5,199.4,0
83.2,127.5,0,1,1,2.1,0.2,2.6,0,4.2,1030.7,136.2,0
100.7,186.7,0,0,1,2,17.3,2.3,0,5.1,1234.2,147.9,0
90.5,160.4,1,0,0,3.7,13.4,2.2,1,21,976.5,199,0
107.5,113.7,1,1,1,7.4,14.4,2.3,0,17.16,919.8,198.6,1
124.9,133.3,1,0,1,2,13.92,2.3,1,23.32,1140.8,182,1
121.5,163.5,1,0,1,7.7,6.4,2.6,1,3.96,1035.4,106.5,1
112.6,113,0,0,0,12.4,5.6,2.1,0,1.5,791.3,114.9,0
111.3,125.7,0,0,0,0.6,9.68,3.1,0,42.02,1020,196.3,1
88.6,141.1,0,0,0,1.6,3.5,2.5,1,7.9,845.4,145.6,0
114,155.6,1,1,1,10,4.48,2.2,0,1.87,861.9,191.1,1
120.3,109.4,0,0,0,6,0.4,3.1,0,1.98,1139.5,162.3,1
101.9,120.8,1,0,1,3.2,54.64,2.8,1,3.63,1232.3,97.7,1
118.5,171.9,0,0,0,3.8,1.5,2.4,0,7.4,1158.4,163.3,0
78.1,213.3,0,0,1,4.8,16.1,2,0,13.7,1114.6,141.9,0
96,151.9,0,1,1,3.5,11.68,3,1,2.86,957.3,113.1,1
104.4,119.4,0,0,0,7.5,1.68,2.6,0,9.9,725.3,197.2,1
116,114.7,0,1,1,4.1,2.56,2.9,0,7.7,968.2,136.9,1
106.6,141.5,0,1,1,1.2,12.5,2.9,1,11.9,1240.3,155.2,1
107.6,152.7,0,0,0,5.6,10.3,2.7,0,8.2,1052.7,166,0
105.1,72.2,1,0,1,2.2,15.76,3.1,1,10.56,923.3,130.8,1
115.5,106.1,0,1,1,2.9,6.8,2.7,1,17.9,875.1,150.7,1
101.7,150.2,0,0,0,2.8,1.76,2.5,0,6.93,546.2,186.6,1
103,142.5,1,0,1,0.9,14.5,2.9,1,7.1,1260.3,175.1,0
99.1,99.7,0,0,0,1,4.3,3,0,12.4,934.3,146.8,0
104.7,124.6,0,0,1,4.5,8.6,2,0,4.2,1164.8,163.1,0
106.9,160.9,1,0,0,3.1,19.2,3,1,7.4,979.8,154.5,0
124,130.1,1,1,1,2.8,12.64,2.4,0,4.07,1301.9,107.2,1
92.8,167.8,1,1,1,3.3,17.68,2.5,0,0.22,566.4,87.3,1
93,133,0,0,0,1.3,48.48,2.4,0,0.99,1074.4,115.7,1
105.5,177.7,0,0,0,3.8,7,2.6,1,1.3,688.7,103.2,0
100.7,138.5,0,0,1,3.5,15.7,3,0,6.8,1145.6,136.8,0
114.3,117.1,0,0,0,3.2,13.76,2.7,0,24.42,1042.3,125.7,1
102.5,118.8,0,0,1,2.3,18.6,2.8,0,20.7,1136.2,190,0
108.2,154.7,1,1,1,6.1,11.68,2.2,0,14.74,1152.6,192.6,1
105.7,145.2,0,0,0,4.7,13.9,2.1,0,9.6,802.2,180.4,0
93.7,171.4,0,0,0,7.3,28.7,2.7,0,19.7,936.7,100.7,0
99.3,170,0,0,0,3.6,24,2.6,0,12.1,993.4,122.8,0
103.2,148.4,1,1,1,3.4,24,2.6,0,0.9,892.1,118.8,0
118.2,137.8,0,1,1,6.6,13.4,2.5,1,13.9,1073.3,165.4,0
98.5,88,1,0,0,18,2.8,2.7,1,13.5,1188.9,183.6,0
88,176.9,0,0,0,3,16.8,2,0,20.9,1189.7,151.1,0
104.6,134.2,0,0,0,9.6,37.12,2.6,0,1.1,986.5,98.7,1
112.9,124,0,1,1,2.1,21.12,2.7,1,2.53,948.8,154.3,1
105.4,162,1,0,0,2.5,24.7,2.4,1,11.6,1105.2,117.5,0
112.8,155.4,0,0,0,2.8,3.2,2.7,0,17.5,953.8,152.2,0
89.1,197,1,1,1,1.6,36.96,2.7,0,4.62,1253.3,141.2,1
125.9,130.1,0,0,0,0.8,14.72,2.6,0,32.89,1129.2,84.4,1
97.1,208.4,1,0,1,2.2,21.8,2.5,1,4.2,1002.7,176.4,1
93.7,142.1,0,0,0,7.1,7.9,2.1,0,2.3,987.6,133.4,0
116.6,174.2,1,1,1,8,7.4,2.9,0,6.6,738.5,139.8,0
108.1,146.1,0,0,0,4.3,18.9,3,0,2.8,924.8,190.7,0
113.6,147.9,0,0,0,1.8,16.08,2.5,0,17.16,1091.3,159.5,1
98.9,206.3,0,1,1,3.3,6.32,2.3,0,1.76,936.2,143.4,1
93.7,120.7,0,1,1,20.1,35.6,2.6,0,7.15,1316,187.1,1
90.3,132.4,1,0,0,2.2,8.24,2.5,1,3.41,1025.7,125.7,1
112.3,148.5,0,0,0,4.4,0.48,2.4,0,20.13,1074.9,137.2,1
122.4,197.9,0,0,1,2.8,28.24,2.3,0,13.42,836.7,137.5,1
86.2,150.6,1,0,1,7.4,0.7,2.7,1,5.6,916,117.9,1
97.8,164.9,1,1,1,5,32.48,2.9,0,3.96,821.9,94.3,1
89.6,137.5,0,0,1,5.1,2.1,2.8,0,25.5,1344.9,121.2,0
85.7,121,0,0,0,2.6,1.84,2.9,0,15.73,1036.7,168.5,1
103.8,96.3,0,0,0,4,8.56,2.4,0,6.6,544.1,136.6,1
95,149.7,0,1,1,2.3,6.72,2.3,0,21.56,770,110.4,1
83.4,169.1,0,1,1,5.9,21.8,2.8,0,18.3,1057.2,188.1,0
103.3,138.3,0,0,0,4.8,17.9,2.7,0,8,705.9,140.2,0
106.2,162.5,1,0,1,10.4,66.5,2.2,1,6.3,765.8,104.7,1
97.2,138.1,1,1,1,1.3,10.8,2.8,0,3.3,1094.1,170.5,1
110.7,171.2,0,1,1,3.8,30.8,2.2,0,20.7,1029.3,100.6,0
105.3,123.4,1,0,0,3.2,34.88,3.1,1,2.75,1053.1,90.9,1
95.3,172.8,0,0,1,4.5,12.72,2.7,0,0.44,1333.3,188.7,1
93.8,167.6,1,0,0,1,14.2,2.8,1,23.6,1211.3,178.4,1
80.9,98.2,0,0,1,0.8,8.88,2.6,0,4.18,1058.1,132.3,1
112.8,174.2,0,0,0,3.7,5.8,2.7,1,9.4,1254.1,180.9,0
106.8,105.7,0,0,1,6.3,3.1,2.9,0,14.5,1002,139.4,0
90,130.5,0,1,1,3.7,46.5,2.7,1,6.1,795.8,125.6,0
111.1,155.7,0,0,0,0.8,18.8,3.1,0,12.32,1132.8,190,1
105.9,78.6,0,1,1,7.6,60.56,2.3,1,0.77,677.8,87.1,1
90.1,186.4,0,0,0,3.2,21.68,2.3,0,3.52,1019.4,157.9,0
115.3,180.6,0,1,1,1.7,40.64,2.5,0,0.99,779.2,96.8,1
99.6,134,0,0,0,0.9,7.76,2.2,0,3.85,1012.2,103.6,1
77.4,140.6,0,1,1,10.2,0.6,3,1,5.8,1237.1,159.2,0
107.7,89.8,0,0,0,3.2,10.8,2.7,0,13.86,972.1,113.9,1
86.2,157.5,0,0,1,9.6,32.24,2.9,0,5.83,645.5,123.7,1
103,128.3,0,0,0,5.2,48.72,3.1,0,7.7,919.2,159.7,1
93,112.7,0,1,1,1.7,1.36,2.4,0,1.43,704.6,137.7,1
86.8,126.3,0,0,0,2.8,67.7,2.6,0,14.2,1352.2,103,0
103.1,95.4,1,0,0,8.6,8.56,2.8,1,7.48,974.3,147.6,1
100.4,157.7,0,0,0,3.6,19.12,2.4,0,19.58,936.1,90.7,1
115.6,73,1,0,1,1.8,19.04,2.7,1,6.71,1243.7,148.3,1
118.9,126.8,0,0,0,4,8.48,2.6,0,9.9,1273.5,119.4,1
113.1,136,0,0,1,5.6,17.36,3.1,0,0.22,844.4,93.1,1
107.2,102.5,0,0,0,7.1,0.5,2.7,0,15,890.1,106,0
131.4,152.3,1,0,1,3.5,5.68,2.9,1,14.41,960.3,149.5,1
121,118.6,0,0,0,2.8,12.8,3,0,15.18,706,180.7,1
109.6,117.2,0,0,0,3,16.9,2.3,0,0.2,1258.2,180,0
90.7,204.2,1,1,1,9.6,2.9,2.6,0,6.6,921,182.9,0
113.7,162.2,1,0,0,3.7,41.7,2.1,1,3.4,1270.1,161.2,0
106.6,142.7,0,1,1,1.8,26.4,2.3,1,5.28,1313.8,110.4,1
111.6,134.3,0,0,1,3.7,5.68,3.1,0,24.86,877.5,89,1
96.4,90.8,0,0,0,4,46.2,2.6,0,12.5,985.1,151,0
95.7,123,1,1,1,5.2,4.24,2.2,0,5.39,892,173.9,1
85.5,148.4,0,1,1,2,14.56,2.7,0,2.2,959.1,80,1
86.6,137.7,0,0,1,1,2.8,2.2,0,5.8,1257.4,137.8,0
100,133.4,1,1,1,4.1,1.7,3,0,3,1196.8,126.9,0
100.2,126.6,0,0,0,2.9,13.7,2.3,0,4.8,1033.4,152,0
99.7,173.4,1,1,1,4.7,20.9,2.6,0,2.1,1085.4,110.7,0
116.6,125.9,0,0,0,8.5,59.12,3,0,10.45,1167,152.9,1
110.5,161.1,1,1,1,14.8,13.7,2.3,0,1.4,1149.1,116.8,0
108.5,133.5,0,0,0,1.3,7.68,2.2,0,0.11,960.2,134,1
115.4,159.2,0,1,1,4.5,51.2,2.7,0,3.74,1223.2,145.1,1
109.8,141.8,0,1,1,4.5,3.9,2.1,1,3,1193.1,188.1,0
116.8,110.9,0,0,1,2.1,31.36,2.8,0,15.95,781.6,101.9,1
110.3,158.9,1,1,1,4.8,10.6,2.1,0,15,1170.7,128.4,0
112.8,109.9,1,0,1,6.6,1.1,2.6,1,11.6,1173,111.5,0
105.8,85.2,1,0,1,0.8,49.28,3.1,1,1.1,940.3,95.6,1
89.9,176.7,0,0,1,1.8,63.3,2.4,0,0.3,1233.3,173.7,0
93.3,147.9,0,0,0,3.9,54.6,2.9,1,25,1508.5,137.1,0
93.2,97.7,0,0,1,5,95.6,2,0,7.8,673.1,140,0
111.9,169.6,1,0,0,2.4,18.8,2,1,3.1,1089.5,114.6,0
90.7,226.2,0,0,0,4.7,36.4,2.1,0,6.3,1078.8,128.4,0
101.8,182.4,1,0,0,3.1,11.6,2.3,1,20.6,901.6,197.1,0
122.3,145.7,0,0,1,4.8,30.9,2.1,0,15.5,683.6,145.6,0
100.1,197.1,0,0,0,5.4,17.2,2.2,1,14.3,583.3,133.2,0
100.5,147.5,0,0,0,3.1,1.2,2.1,0,18.5,474.5,149.2,0
99.4,154.1,1,0,0,7.6,7.12,3.1,1,19.03,874.3,108.7,1
83.9,135.6,0,1,1,2.1,4.2,2.2,0,2.9,1062.8,161.8,0
107.5,180.1,0,0,0,1.9,4.2,2.7,0,14.2,855.3,103.9,0
106.2,121.3,0,0,0,1.4,24.1,2.7,0,3.1,705.8,148.7,1
98.4,132.7,0,0,0,9.1,60.4,2.6,1,1.7,767.9,149.2,0
107.4,115.8,0,1,1,1.4,1.52,3,0,3.41,1101.4,127.4,1
111.8,61.7,1,0,1,4.5,13.84,2.2,1,8.91,978,136.6,1
106.5,191.4,0,0,0,4.8,16.56,2.2,0,15.62,921.4,165.5,1
90.5,139.9,0,0,0,1.7,4.7,2.9,0,4.7,954.2,122.8,0
91,143.2,1,0,1,7.8,39.2,2.6,1,16.61,1352.5,91.1,1
119,111.6,1,0,0,3.8,1.28,2.7,1,1.87,1145.3,178.8,1
106.7,120.7,1,1,1,5.7,0.88,2.3,0,4.62,1039.5,113.2,1
105.8,167.3,0,0,1,3.4,40,2.4,0,0.3,945.6,137.3,0
122.7,130.7,1,1,1,4.5,14.4,2.2,0,2.53,1273,200,1
89,161.1,0,1,1,0.8,26.6,2.6,0,5,1165.5,127,0
104.8,129.5,0,1,1,6.6,5.5,3,1,14,842.3,183.5,0
93.9,152.5,1,1,1,4.7,22.7,2,0,4,975.6,134.1,0
99.9,148.2,1,1,1,1.2,18,2.4,0,9.35,783.1,154.7,1
92.4,167.5,1,0,1,4.3,22.8,2.3,1,15.2,729,173.5,0
100.3,114.4,0,1,1,0.7,1.68,2.2,1,20.46,1419.9,109.4,1
118.5,126.1,1,0,1,2.1,32.48,2.9,1,1.87,1150,136.3,1
90.1,128.3,0,1,1,4.6,56.8,2.9,0,4,832.7,161.4,0
99.2,138.5,1,1,1,5.5,0.64,2.9,0,38.83,749.6,146.9,1
98.5,147.6,0,0,1,2.7,5.7,2.9,0,13.6,1264.7,130.1,0
123.4,125.6,1,1,1,0.5,1.92,2.2,0,7.37,1019,137.2,1
79.4,121.9,0,0,0,5.8,3.4,3,0,6.5,784.6,165.3,0
104.1,138.7,0,0,0,5.8,7.6,2.7,0,12.3,1240.5,108,0
81.1,195,0,0,0,1.9,14.8,2.5,1,3.1,964.8,110.3,0
98.3,110.4,0,0,0,15.8,18.6,2.5,0,5.7,582.5,175.8,0
108.3,188.2,1,1,1,1.9,4.72,2.8,0,8.25,982.9,107.9,1
91.1,178.7,0,0,1,2,9.2,2,0,0.4,925.1,180.3,0
93.4,199.3,0,1,1,4.5,11.1,2.1,1,7.7,734.9,196,1
83.8,118.6,1,1,1,7.6,11.76,2.8,0,16.61,631.2,138.3,1
98,152.2,0,0,1,0.9,13.1,2.3,0,34.5,1024.5,123.3,0
102.6,89.6,0,0,1,4.2,3.4,2.9,0,18.2,1265.3,175,0
92.9,91.3,1,1,1,5.3,10.56,2.3,0,6.27,816.3,173.1,1
97.2,140.1,0,1,1,5.6,7.28,2.3,1,15.18,1202.1,156.4,1
95.3,98.3,0,1,1,3.1,20.8,2.4,1,9.68,1155,165.4,1
83.2,196.5,1,0,0,1.6,25.5,2.4,1,12.9,1116.8,141.6,0
97.9,135.4,0,0,0,4.2,25.3,2.1,0,16.5,1152.2,172.3,0
114.9,197.5,1,1,1,4,1.44,2.2,0,2.42,1132.4,184.2,1
126.5,151.2,0,1,1,6,13.6,2.4,0,3.6,1085.7,188.9,0
137.1,124.3,0,0,0,2.9,14,2.2,0,3.52,792.9,149.4,0
97.1,148.3,0,0,0,5,3.4,2.2,0,8.8,1092.2,150.9,0
85,127.4,0,0,0,6,27.4,2.1,0,1.2,826.3,113.3,1
111,108.1,1,1,1,0.3,6.16,3,0,11.33,645.8,169.9,1
111,138.5,0,0,0,3.4,22,2.6,0,4,978,159.9,0
111,121.8,0,1,1,9.6,29.3,2,0,3,1120.4,181.3,0
106.5,106.1,1,0,0,0.4,4.64,2.2,1,8.25,770.1,192.2,1
103.8,131.7,0,0,0,1.3,21.28,2.8,0,2.31,1275.7,119.4,1
107.4,166.8,0,0,0,2.1,20,2.5,0,8.91,1043.2,108.1,1
101.4,176.4,0,0,0,1.5,38,2.4,0,1.6,1228.1,103.8,0
110.6,225.8,1,0,1,1.7,22.2,2.2,1,0.9,1399,126.3,0
85.9,137.7,1,1,1,8.1,0.3,2.3,0,12.2,968.2,121.2,0
109.9,179.3,0,0,0,6.2,2.5,2.2,0,6.1,1258.2,198,0
89.6,134.8,1,1,1,4.6,11.6,3,0,13.2,1265.9,126.6,1
100.8,178.6,0,0,0,11.8,16.7,3,0,7.8,1026.5,178.3,0
98.6,187.7,1,0,0,3.5,8.7,2.7,1,23.9,781,126.1,0
110.7,188.5,0,1,1,1.4,13.7,2.7,0,0.6,1183.8,160.5,0
103.9,176,0,0,0,3.9,24.24,2.8,0,3.41,1304.9,110.5,1
104.1,159.7,1,1,1,7.8,2.64,3,0,9.24,1099.8,109.3,1
97.4,153.7,0,0,1,1.2,9.52,2.5,0,29.37,979.1,112.8,1
104.7,160.3,1,0,1,5.3,7.8,2.9,1,4.3,858.4,102.2,0
85.1,171.1,0,1,1,2.1,10.96,2.5,1,0.33,1261.9,111.8,1
117.1,146.3,1,0,1,1.8,11.9,2.2,1,1.4,788,140.7,0
102.7,146.8,1,0,1,7.1,23.7,2.1,1,11,1223.8,105.7,0
83.1,144.4,0,0,0,1.8,3.2,2.9,0,20.79,1108.6,167.5,1
90.6,146.2,0,0,1,4.1,54.5,2.1,0,5.8,933.2,168.2,0
109.4,148.9,0,0,0,5.2,32.8,2.8,0,2.53,1166.9,169.3,1
95.9,134.7,1,0,0,8,47.1,2.9,1,4.6,1504.6,104.4,0
114.6,121.1,1,0,0,2.9,8.4,2.3,1,17.38,860.7,139.5,1
92.3,130.7,0,0,0,1.1,1.3,2.1,1,10.4,878.6,100.4,0
110.7,139.3,1,0,1,2.8,36.72,3.2,1,16.83,794.1,188.1,1
104.9,207.7,1,1,1,4.4,26.6,2.4,0,16,1096.4,120.8,0
105.7,124.8,0,1,1,0.1,5.04,2.4,1,13.2,1086.8,151.4,1
91.4,201.4,1,0,1,2.9,13.1,2.2,1,8.6,991.5,191.2,0
120,216.8,0,1,1,7.7,11.92,2.6,0,5.94,1329.1,196.9,1
108.1,144.7,1,1,1,2.5,8.08,2.5,0,2.64,907.4,183.2,1
111.8,178.6,0,1,1,2.8,2,2.6,1,15,882,157.3,0
103.1,100.9,0,0,0,1.1,0.9,2.1,0,16.2,1285.5,146.2,0
105.5,151.2,0,0,0,0.3,0.88,2.2,0,22.11,912.8,121,1
102.1,118.8,0,0,0,8.3,2.8,2.1,0,5.8,1104.2,195.8,0
117.2,119.5,1,0,0,1.7,6,2.2,1,55.44,1330.2,128,1
109.2,208,0,0,0,3.7,0.2,2.3,0,13.9,1040.6,126.6,0
100.8,198.5,1,0,0,2.4,48.8,2,1,21.1,926.3,104,0
113.2,108.3,0,0,0,11.9,0.96,3.2,0,14.08,896,89.2,1
108.2,78,0,0,0,1.4,15.1,2.3,0,17.3,1244,172.1,0
97.6,111.6,0,0,0,6.4,41.2,2.7,1,6,1312.7,138.1,0
125,153.1,0,0,1,1.6,19.04,2.3,0,5.83,1402.8,120.5,1
107.5,140.9,0,0,0,5.6,12.32,2.4,0,22.99,734.5,178.3,1
82.3,120.2,0,0,0,7.5,2.5,2.8,1,12.9,1000.8,191.6,0
108,150.6,1,0,0,1.3,9.2,3.1,1,14.3,1069.2,171.8,1
93.7,140.4,0,0,0,2.1,45.3,2.8,0,22.7,1136.2,146.6,0
95.6,181.2,0,0,0,4.7,27.5,2.4,0,2.6,960.6,144.7,0
95.8,80.6,0,0,0,5.5,16.1,2.9,0,2.8,924.1,178.7,0
102.5,99.8,0,1,1,8.6,18.6,2.6,0,18,751.2,115.7,0
103.8,155.7,1,1,1,6.7,4.56,3.1,0,0.77,1296.7,95.1,1
110.4,188.4,1,0,1,3.3,2.9,2.4,1,14.9,765.6,196.6,0
92,89.7,0,0,0,6.4,2.7,2.1,0,3.9,1129.9,176.6,0
114,108.2,0,0,0,6.4,12.2,2.7,0,15.1,1105.9,136.3,0
113.7,120.7,0,0,0,6,7.7,3,0,2,1045.7,160.7,0
85.6,137.7,0,0,0,3.9,0.7,2.8,0,3.9,972,126.6,0
98.8,130.9,0,0,0,0.4,8.1,2.6,1,16.6,894.4,178,0
94.3,126.8,0,0,0,5.5,1.3,2.8,1,6.4,848.4,193.6,1
105.2,147.7,1,1,1,6.8,7,2.9,0,12.6,1176.9,145.8,0
91.8,84.9,0,0,1,2.6,3.68,3,0,3.3,1391.9,166.7,1
109.9,121.7,1,1,1,3,11.2,3.1,0,14.19,751.7,140.9,1
94,187.4,1,0,1,6.4,19.76,2.6,1,3.52,1358.2,164.5,1
130.1,159.7,0,0,1,3.2,3.6,2.8,0,3.96,991.4,155.5,1
96.1,230.8,0,0,0,1.5,17,2.1,1,21.8,1265,174.5,0
111.3,101.4,0,1,1,3.5,12.64,3.2,0,6.71,1055.6,105.2,1
122.7,169.1,1,0,1,4.3,10.64,2.9,1,5.28,815,184.7,0
83.2,95.4,0,0,0,6.7,21.9,2.2,0,9.5,1187.4,137.4,0
96.5,183.7,0,0,1,3.2,5.2,2.5,0,2.8,1083.6,110.5,0
105.3,117.4,0,1,1,5.5,34.4,3,1,5.83,965.6,85.7,1
101.6,153.1,0,0,0,4.9,90,2.7,0,7.04,856.4,117.3,1
74.3,179.1,1,0,1,5,21.6,2.3,1,9.8,768.7,117.9,0
96.1,149.3,1,0,0,8.3,1.2,2.9,1,8.7,898.4,108.7,0
92.8,116.1,0,1,1,6.4,0.1,2.5,0,9.6,893.3,158.2,0
108.7,110,0,0,0,0.9,19.8,2.1,0,11.8,658.3,107.5,0
104.7,148.4,0,0,1,1,6.8,3.1,0,13.31,781.8,104.5,0
115.5,207.9,1,0,1,4,6.96,2.4,1,3.96,1053.3,191,0
95.6,160.3,0,0,1,0.7,15.76,2.9,0,1.76,910.5,164.4,1
105.3,192.9,0,1,1,3.9,43.2,3,1,1.5,771.7,120,0
135.8,156,0,0,1,4.8,13.92,2.2,0,1.76,1512.8,178.8,1
115.7,132.7,1,1,1,4.9,11.04,2.9,0,5.06,1326.4,189.8,1
116.4,145.4,0,1,1,4.3,19.12,3,1,18.37,992.5,200,1
88.2,179.3,0,1,1,5.5,3.4,2.6,1,4.5,1142,122.3,1
95.7,180.8,0,1,1,1.8,41.1,2.7,0,22.8,1122.6,106.5,0
103.5,146,1,1,1,0.2,1.36,3.2,0,10.78,867.6,177.5,1
103.5,116.9,1,1,1,3.1,1.92,2.8,0,9.57,1004.1,111.4,1
107.2,82.4,1,1,1,3,13.12,2.8,0,10.89,1068,110.8,1
112.6,125.2,0,1,1,0.3,27.36,2.2,1,16.28,1175.5,130.8,1
97.8,191.6,0,1,1,0.4,40.48,2.5,1,5.39,1029.4,183.2,1
97.6,139.9,0,0,1,3.3,24.3,2.9,0,12.4,900.6,113.8,0
92.9,169,0,0,0,9.7,5.92,2.3,0,1.1,1231.4,103.9,1
92.2,110,0,0,1,5.8,37.4,2.5,0,11.7,1298.9,111.2,0
104,151.6,1,1,1,11.7,5.7,2.3,0,7.4,963.1,109.6,0
107.2,169.3,0,0,0,4.1,14.3,2.3,1,1.6,797.5,176.5,0
83.6,192,1,0,1,5.8,3.2,2.5,1,6.4,1010.3,165.8,0
114.7,114.9,0,0,0,2.3,30,2.5,1,14,1012.5,162.6,0
101.5,73.8,1,0,1,7.6,52.48,2.4,1,0.66,1071.5,166.6,1
130.1,113.8,1,0,1,5.7,3.2,2.8,1,35.09,1251.2,186.7,1
95.7,198.4,1,0,0,2.7,25.7,2.6,1,5.2,1005.5,196.5,0
84.8,137.9,1,1,1,2.6,27.4,2.1,0,9.1,931,134.5,0
101.3,91.2,0,0,0,4.4,6.08,3,0,10.23,691,194.9,1
109.1,154.9,0,0,0,1.6,2.48,2.9,0,6.6,919.7,112.4,1
102.3,124.9,0,0,0,5.8,2.24,3,0,19.03,688.4,151.6,1
100.6,160.9,0,0,1,1.2,27.3,2.9,0,13.6,1136.6,158.1,0
105.8,94.1,0,0,0,7.3,13.92,2.6,0,4.18,954.3,172.5,1
78.4,155.6,0,0,1,0.6,1.4,2.4,0,6.9,969.7,179.7,0
88,168.4,1,0,0,2.4,2.56,3.1,1,7.92,1293.2,143.2,1
97.8,209.8,0,1,1,4.7,32.3,2.1,1,8.7,979.7,170.1,0
94.1,115.3,0,0,0,1.1,22.56,2.8,0,7.59,832.6,110.9,1
110.6,143.5,0,0,0,1.8,24.6,2.4,0,15.7,934.1,138.9,0
87.3,177.8,1,0,1,13.9,52.8,2,1,17.2,644.7,164.6,0
104.1,193.4,0,0,0,2.7,14.6,2.3,0,11.3,1072.3,153.4,0
106.3,123.7,1,0,1,0.1,4.32,2.5,1,1.32,948.4,187.3,1
107.3,135.5,0,0,1,7.9,21.6,3.2,0,7.7,1157.3,143,1
105.2,114.7,1,1,1,1.4,20.32,2.5,0,8.25,1110.8,189.3,1
88.6,166.5,0,1,1,0.9,31.04,2.6,0,4.73,851.3,82.1,1
103.4,136,0,0,0,2.2,51.4,2.3,0,8.3,1236.1,146,0
121.6,168.5,1,0,1,1.3,13.4,3,1,7.1,1305.5,110.3,0
83,137.8,1,0,0,7.9,44,3.2,1,6.6,889.7,84.7,1
83.1,96.8,0,0,0,0.9,40.64,2.3,0,17.38,954,162.9,1
113.9,136.6,1,0,0,9.3,28.32,3,1,1.21,1018.8,163.5,1
99.2,126.5,0,0,0,8.3,31.52,2.2,0,0.66,995.6,103.7,1
106.5,217.6,0,1,1,3.4,38,2.6,0,1.1,949.5,146.2,1
92.3,212.1,1,1,1,4.7,3.28,2.4,0,14.96,1026.6,103.6,1
96.7,168.6,0,1,1,1.2,27.84,2.8,1,10.12,738.6,186.8,1
117,146.4,0,1,1,7.1,6.24,2.6,0,4.07,978.6,89.6,1
119.2,184.3,0,0,0,3.1,1.3,3,0,1.1,1328.3,107.2,1
106.5,161.6,0,0,0,0.8,2.4,3.1,0,11.33,1043.7,191.9,1
97,110.3,0,0,0,6.1,8.8,3,1,8.9,1351,146.1,0
103.8,189.8,0,0,1,4.9,5.4,2,0,1,901.7,193,0
109,158.2,1,1,1,4.4,2.4,2.2,0,0,1006.2,187.2,1
103.7,81.9,0,1,1,1.1,40.1,2.3,0,3,1007.6,187.4,0
